Hospital Number,State,Hospname,Wait Time,Establishment ID,Parent Id,State Average wait time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
462,SA,Noarlunga Public Hospital,16,41SA00033,,Y,Hospital,,Alexander Kelly DR,Noarlunga Centre 5168,-35.138867,138.499553,Australia,Alexander Kelly DR Noarlunga Centre 5168 SA Australia,0,Major Cities,80.2,M,Medium public acute,Yes,Yes,Yes,Yes,C1,Medium (group 1),LG
482,SA,Northern Yorke Peninsula Health Service (Wallaroo),16,41WK00247,,Y,Hospital,,1 Ernest TCE,Wallaroo 5556,-33.928679,137.635627,Australia,1 Ernest TCE Wallaroo 5556 SA Australia,2,Outer Regional,21,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
484,SA,Oakden Hospital,16,44NA00028,,Y,Hospital,,200 Fosters RD,Oakden 5086,,,Australia,200 Fosters RD Oakden 5086 SA Australia,0,Major Cities,24,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
449,SA,Oodnadatta Hospital,16,41NF00181,,Y,Hospital,,Lot 7 First ST,Oodnadatta 5734,,,Australia,Lot 7 First ST Oodnadatta 5734 SA Australia,4,Very remote,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
437,SA,Orroroo & District Health Service,16,41MN00184,,Y,Hospital,,Pekina RD,Orroroo 5431,,,Australia,Pekina RD Orroroo 5431 SA Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
468,SA,Penola War Memorial Hospital,16,41SE00187,,Y,Hospital,,18 Church ST,Penola 5277,,,Australia,18 Church ST Penola 5277 SA Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
438,SA,Peterborough Soldiers' Memorial Hospital,16,41MN00190,,Y,Hospital,,23 Hurlstone ST,Peterborough 5422,,,Australia,23 Hurlstone ST Peterborough 5422 SA Australia,2,Outer Regional,22,S2,Other small public acute,Yes,No,Yes,No,D2,Small non-acute,SM
430,SA,Pinnaroo Soldiers' Memorial Hospital,16,41HM00193,,Y,Hospital,,Bundey TCE,Pinnaroo 5304,,,Australia,Bundey TCE Pinnaroo 5304 SA Australia,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
450,SA,Port Augusta Hospital & Regional Health Services,16,41NF00196,,Y,Hospital,,71 Hospital RD,Port Augusta 5700,-32.508975,137.776782,Australia,71 Hospital RD Port Augusta 5700 SA Australia,2,Outer Regional,61,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
439,SA,Port Broughton District Hospital & Health Services,16,41MN00199,,Y,Hospital,,Bay ST,Port Broughton 5522,,,Australia,Bay ST Port Broughton 5522 SA Australia,2,Outer Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
417,SA,Port Lincoln Health Service,16,41EY00202,,Y,Hospital,,39 Oxford TCE,Port Lincoln 5606,-34.72401,135.850296,Australia,39 Oxford TCE Port Lincoln 5606 SA Australia,3,Remote,50,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute,SM
440,SA,Port Pirie Regional Health Service,16,41MN00205,,Y,Hospital,,Alexander ST,Port Pirie 5540,-33.1771944,138.0052611,Australia,Alexander ST Port Pirie 5540 SA Australia,2,Outer Regional,68.7,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
407,SA,Pregnancy Advisory Centre,16,41CA00035,,Y,Hospital,,21 Belmore TCE,Woodville 5011,,,Australia,21 Belmore TCE Woodville 5011 SA Australia,0,Major Cities,10,O5,Unpeered,Yes,No,No,No,G,Un-peered and other,SP
451,SA,Quorn Health Services,16,41NF00208,,Y,Hospital,,Hospital RD,Quorn 5433,,,Australia,Hospital RD Quorn 5433 SA Australia,2,Outer Regional,11,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute,SM
458,SA,Renmark Paringa District Hospital,16,41RI00211,,Y,Hospital,,Ral Ral AV,Renmark 5341,,,Australia,Ral Ral AV Renmark 5341 SA Australia,2,Outer Regional,23,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
461,SA,Repatriation General Hospital,16,41SA00018,,Y,Hospital,,216 Daws RD,Daw Park 5041,,,Australia,216 Daws RD Daw Park 5041 SA Australia,0,Major Cities,300.3,L,Large public acute,Yes,No,Yes,Yes,B1,Large Major cities,LG
455,SA,Riverland Regional Health Service - Barmera Hospital,16,41RI00055,,Y,Hospital,,Hawdon ST,Barmera 5345,,,Australia,Hawdon ST Barmera 5345 SA Australia,2,Outer Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
456,SA,Riverland Regional Health Service - Berri Hospital,16,41RI00058,,Y,Hospital,,Maddern ST,Berri 5343,-34.27575,140.601572,Australia,Maddern ST Berri 5343 SA Australia,2,Outer Regional,47,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),SM
478,SA,Riverton District Soldiers' Memorial Hospital,16,41WK00214,,Y,Hospital,,23 Moorhouse TCE,Riverton 5412,,,Australia,23 Moorhouse TCE Riverton 5412 SA Australia,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
452,SA,Roxby Downs Health Services,16,41NF00217,,Y,Hospital,,16-28 Burgoyne ST,Roxby Downs 5725,,,Australia,16-28 Burgoyne ST Roxby Downs 5725 SA Australia,3,Remote,10,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
406,SA,Royal Adelaide Hospital,16,41CA00019,,Y,Hospital,,North TCE,Adelaide 5000,-34.922176,138.588197,Australia,North TCE Adelaide 5000 SA Australia,0,Major Cities,874,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
448,SA,Royal District Nursing Service of SA (Marree Health Services),16,41NF00148,,Y,Hospital,,Lot 43 First ST,Marree 5733,,,Australia,Lot 43 First ST Marree 5733 SA Australia,4,Very remote,0,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,SP
479,SA,Snowtown Hospital,16,41WK00220,,Y,Hospital,,South TCE,Snowtown 5520,-33.830263,138.122091,Australia,South TCE Snowtown 5520 SA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
431,SA,South Coast District Hospital,16,41HM00223,,Y,Hospital,,Bay RD,Victor Harbor 5211,,,Australia,Bay RD Victor Harbor 5211 SA Australia,1,Inner Regional,42,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
469,SA,South East Regional CHS,16,41SE00224,,Y,Hospital,,,,-30.0794754,135.828186,Australia,  SA Australia,,,2,O5,Unpeered,No,No,No,No,G,Un-peered and other,SP
480,SA,Southern Yorke Peninsula Health Service (Yorketown),16,41WK00227,,Y,Hospital,,19 Waterloo Bay RD,Yorketown 5576,,,Australia,19 Waterloo Bay RD Yorketown 5576 SA Australia,3,Remote,26,S2,Other small public acute,Yes,No,Yes,No,D3,Small remote acute,SM
408,SA,St. Margaret's Hospital,16,41CA00042,,Y,Hospital,,65 Military RD,Semaphore South 5019,,,Australia,65 Military RD Semaphore South 5019 SA Australia,0,Major Cities,48,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,SP
432,SA,Strathalbyn and District Health Service,16,41HM00229,,Y,Hospital,,14 Alfred PL,Strathalbyn 5255,,,Australia,14 Alfred PL Strathalbyn 5255 SA Australia,1,Inner Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
418,SA,Streaky Bay Hospital,16,41EY00232,,Y,Hospital,,1 Flinders DR,Streaky Bay 5680,,,Australia,1 Flinders DR Streaky Bay 5680 SA Australia,3,Remote,19,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
424,SA,Tailem Bend District Hospital,16,41HM00136,,Y,Hospital,,74 Princes HWY,Tailem Bend 5260,,,Australia,74 Princes HWY Tailem Bend 5260 SA Australia,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
481,SA,Tanunda War Memorial Hospital,16,41WK00235,,Y,Hospital,,15 Mill ST,Tanunda 5352,,,Australia,15 Mill ST Tanunda 5352 SA Australia,1,Inner Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
425,SA,The Mannum District Hospital,16,41HM00145,,Y,Hospital,,Parker ST,Mannum 5238,,,Australia,Parker ST Mannum 5238 SA Australia,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
429,SA,The Murray Bridge Soldiers' Memorial Hospital,16,41HM00172,,Y,Hospital,,96 Swanport RD,Murray Bridge 5253,,,Australia,96 Swanport RD Murray Bridge 5253 SA Australia,1,Inner Regional,58,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
405,SA,The Queen Elizabeth Hospital,16,41CA00014,,Y,Hospital,,28 Woodville RD,Woodville South 5011,-34.88369,138.533569,Australia,28 Woodville RD Woodville South 5011 SA Australia,0,Major Cities,346.6,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
419,SA,Tumby Bay Hospital and Health Services,16,41EY00241,,Y,Hospital,,8-11 The ESP,Tumby Bay 5605,-35.53614,138.681442,Australia,8-11 The ESP Tumby Bay 5605 SA Australia,3,Remote,15,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
459,SA,Waikerie Hospital & Health Services,16,41RI00244,,Y,Hospital,,1 Lawrie TCE,Waikerie 5330,,,Australia,1 Lawrie TCE Waikerie 5330 SA Australia,2,Outer Regional,29,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,SM
454,SA,Whyalla Hospital & Health Services,16,41NF00249,,Y,Hospital,,20 Wood TCE,Whyalla 5600,-33.034733,137.5777615,Australia,20 Wood TCE Whyalla 5600 SA Australia,2,Outer Regional,99,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),LG
409,SA,Women's and Children's Hospital,16,41CW00003,,Y,Hospital,,72 King William RD,North Adelaide 5006,-34.91151,138.59996,Australia,72 King William RD North Adelaide 5006 SA Australia,0,Major Cities,324.8,W2,Womens and childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
453,SA,Woomera Community Hospital,16,41NF00248,,Y,Hospital,,Dewrang AV,Woomera 5720,-31.200242,136.825746,Australia,Dewrang AV Woomera 5720 SA Australia,4,Very remote,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
493,TAS,Beaconsfield MPS,24,612000031,,Y,Hospital,,13 Bolton Street,Beaconsfield 7270,-41.193859,146.806,Australia,13 Bolton Street Beaconsfield 7270 TAS Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
494,TAS,Campbell Town MPS,24,612000032,,Y,Hospital,,70 High Street,Campbell Town 7210,-41.926418,147.493225,Australia,70 High Street Campbell Town 7210 TAS Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
500,TAS,Deloraine Hospital,24,612000046,,Y,Hospital,,East Barrack Street,Deloraine 7304,-41.534093,146.666216,Australia,East Barrack Street Deloraine 7304 TAS Australia,2,Outer Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
488,TAS,Esperance MPC,24,611000060,,Y,Hospital,,Chapman Avenue,Dover 7117,-43.315187,147.016572,Australia,Chapman Avenue Dover 7117 TAS Australia,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
499,TAS,Flinders Island MPC,24,612000045,,Y,Hospital,,James Street,Whitemark 7255,-40.12245,148.018179,Australia,James Street Whitemark 7255 TAS Australia,4,Very remote,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
501,TAS,George Town Hospital,24,612000048,,Y,Hospital,,47 Anne Street,George Town 7253,-41.104149,146.821487,Australia,47 Anne Street George Town 7253 TAS Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
505,TAS,Health West,24,613000044,,Y,Hospital,,Orr Street,Queenstown 7467,-42.081849,145.559711,Australia,Orr Street Queenstown 7467 TAS Australia,3,Remote,10,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
486,TAS,Huon Hospital,24,611000033,,Y,Hospital,,3278 Huon Highway,Franklin 7113,-43.081669,147.016403,Australia,3278 Huon Highway Franklin 7113 TAS Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
503,TAS,King Is MPC,24,613000034,,Y,Hospital,,Edward Street,Currie 7256,-39.931072,143.850671,Australia,Edward Street Currie 7256 TAS Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
492,TAS,Launceston General Hospital,24,612000002,,Y,Hospital,,274-280 Charles Street,Launceston 7250,-41.4469394,147.14324,Australia,274-280 Charles Street Launceston 7250 TAS Australia,1,Inner Regional,340,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
490,TAS,May Shaw District Nursing Centre,24,611000062,,Y,Hospital,,37 Wellington Street,Swansea 7190,-42.12746,148.077042,Australia,37 Wellington Street Swansea 7190 TAS Australia,3,Remote,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
506,TAS,Mersey,24,613000045,,Y,Hospital,,Bass Highway,Latrobe 7307,-41.197658,146.384998,Australia,Bass Highway Latrobe 7307 TAS Australia,2,Outer Regional,89,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
491,TAS,Midlands MPC,24,611000064,,Y,Hospital,,13 Church Street,Oatlands 7120,-42.29977,147.369797,Australia,13 Church Street Oatlands 7120 TAS Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
495,TAS,NESM - Scottsdale Hospital,24,612000036,,Y,Hospital,,Cameron Street,Scottsdale 7260,-41.156896,147.51874,Australia,Cameron Street Scottsdale 7260 TAS Australia,2,Outer Regional,20,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,SM
487,TAS,New Norfolk Hospital,24,611000035,,Y,Hospital,,3 Richmond Street,New Norfolk 7140,-42.53759,147.365952,Australia,3 Richmond Street New Norfolk 7140 TAS Australia,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
502,TAS,NWRH_Burnie,24,613000003,,Y,Hospital,,23 Brickport Road,Burnie 7320,-41.049419,145.879016,Australia,23 Brickport Road Burnie 7320 TAS Australia,2,Outer Regional,115,L,Large public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
485,TAS,Royal Hobart Hospital,24,611000001,,Y,Hospital,,48 Liverpool Street,Hobart 7000,-42.88002,147.329956,Australia,48 Liverpool Street Hobart 7000 TAS Australia,1,Inner Regional,486,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
504,TAS,Smithton Hospital,24,613000041,,Y,Hospital,,74 Brittons Road,Smithton 7330,-40.8498904,145.1304057,Australia,74 Brittons Road Smithton 7330 TAS Australia,2,Outer Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
496,TAS,St Helens District Hospital,24,612000039,,Y,Hospital,,Circassion Street,St Helens 7216,-41.323321,148.246236,Australia,Circassion Street St Helens 7216 TAS Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
497,TAS,St Marys CHC,24,612000040,,Y,Hospital,,Gardiners Creek Road,St Marys 7215,-41.556101,148.17698,Australia,Gardiners Creek Road St Marys 7215 TAS Australia,2,Outer Regional,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
489,TAS,Tasman MPC,24,611000061,,Y,Hospital,,1614 Nubeena Road,Nubeena 7184,-43.096951,147.743469,Australia,1614 Nubeena Road Nubeena 7184 TAS Australia,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
507,TAS,Tasmania_public_psychiatric,24,644000058,,Y,Hospital,,,Various,32.50931,-91.044,Australia, Various TAS Australia,1,Inner Regional,10,Ps,Psychiatric public,No,No,No,No,,Unknown,PS
498,TAS,Toosey Memorial - Longford,24,612000042,,Y,Hospital,,10 Archer Street,Longford 7301,-41.59333,147.119354,Australia,10 Archer Street Longford 7301 TAS Australia,1,Inner Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
671,VIC,Albury Wodonga Health,20,NET003485,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,G,Un-peered and other,SP
656,VIC,Albury Wodonga Health - Albury Camps,20,210N01650,NET003485,Y,Campus,0010560W,201 Borella Road,Albury 2640,-36.076307,146.935199,Australia,201 Borella Road Albury 2640 VIC Australia,1,Inner Regional,119.84,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
577,VIC,Albury Wodonga Health - Wodonga Camps,20,210401660,NET003485,Y,Campus,,69 Vermont Street,Wodonga 3690,-36.131969,146.879822,Australia,69 Vermont Street Wodonga 3690 VIC Australia,1,Inner Regional,110.58,M,Medium public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
585,VIC,Alexandra District Hospital,20,210403010,,Y,Hospital,,20 Cooper Street,Alexandra 3714,-37.196754,145.705402,Australia,20 Cooper Street Alexandra 3714 VIC Australia,1,Inner Regional,31,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
687,VIC,Alfred Health,20,NET011519,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
632,VIC,Alfred The,20,210A01010,NET011519,Y,Campus,,55 Commercial Road,Prahran 3181,-37.845852,144.987625,Australia,55 Commercial Road Prahran 3181 VIC Australia,0,Major Cities,674.08,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
675,VIC,Alpine Health,20,NET005618,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,E2,Multi-purpose services,SP
580,VIC,Alpine Health [Bright],20,210401882,NET005618,Y,Campus,,36-42 Cobden Street,Bright 3741,-36.73299,146.966354,Australia,36-42 Cobden Street Bright 3741 VIC Australia,2,Outer Regional,9,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,SM
581,VIC,Alpine Health [Mount Beauty],20,210401883,NET005618,Y,Campus,,10 Hollonds Street,Mt Beauty 3699,-36.74337,147.16983,Australia,10 Hollonds Street Mt Beauty 3699 VIC Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
579,VIC,Alpine Health [Myrtleford],20,210401881,NET005618,Y,Campus,,30 O'Donnell Avenue,Myrtleford 3736,-36.554539,146.727524,Australia,30 O'Donnell Avenue Myrtleford 3736 VIC Australia,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
608,VIC,Angliss Hospital,20,210801590,NET011518,Y,Campus,,Albert Street,Upper Ferntree Gully 3156,-37.898405,145.312255,Australia,Albert Street Upper Ferntree Gully 3156 VIC Australia,0,Major Cities,170.33,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
670,VIC,Austin Health,20,NET003399,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
634,VIC,Austin Hospital [Heidelberg Repatriation Hospital],20,210A01032,NET003399,Y,Campus,,300 Waterdale Road,Heidelberg West 3081,-37.75547,145.045486,Australia,300 Waterdale Road Heidelberg West 3081 VIC Australia,0,Major Cities,193.91,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C1,Medium (group 1),SM
633,VIC,Austin Hospital [Heidelberg],20,210A01031,NET003399,Y,Campus,,145 Studley Road,Heidelberg 3084,-37.7565095,145.06051,Australia,145 Studley Road Heidelberg 3084 VIC Australia,0,Major Cities,596.75,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
593,VIC,Bairnsdale Regional Health Service,20,210501040,,Y,Hospital,,122 Day Street,Bairnsdale 3875,-37.829454,147.608968,Australia,122 Day Street Bairnsdale 3875 VIC Australia,2,Outer Regional,95.67,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,Yes,B2,Large regional and remote,SM
676,VIC,Ballarat Health Services,20,NET005647,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
530,VIC,Ballarat Health Services [Base Campus],20,210202010,NET005647,Y,Campus,,1 Dummond Street North,Ballarat Central 3350,-37.559551,143.847412,Australia,1 Dummond Street North Ballarat Central 3350 VIC Australia,1,Inner Regional,244.92,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
531,VIC,Ballarat Health Services [Queen Elizabeth Campus],20,210202070,NET005647,Y,Campus,,102 Ascot Street,Ballarat 3350,-37.574003,143.841969,Australia,102 Ascot Street Ballarat 3350 VIC Australia,1,Inner Regional,92,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,SP
679,VIC,Barwon Health,20,NET010441,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
595,VIC,Bass Coast Regional Health,20,210501670,,Y,Hospital,,235 Graham Street,Wonthaggi 3995,-38.6073,145.580917,Australia,235 Graham Street Wonthaggi 3995 VIC Australia,1,Inner Regional,50.59,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C2,Medium (group 2),SM
674,VIC,Beaufort & Skipton Health Service,20,NET003609,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,D2,Small non-acute,SP
541,VIC,Beaufort & Skipton Health Service [Beaufort],20,210203120,NET003609,Y,Campus,,28 Havelock Street,Beaufort 3373,-37.43103,143.382294,Australia,28 Havelock Street Beaufort 3373 VIC Australia,1,Inner Regional,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
517,VIC,Beaufort & Skipton Health Service [Skipton],20,210102230,NET003609,Y,Campus,,Blake Street,Skipton 3361,-37.684709,143.367343,Australia,Blake Street Skipton 3361 VIC Australia,1,Inner Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
591,VIC,Beechworth Health Service,20,210404460,,Y,Hospital,,52 Sydney Road,Beechworth 3747,-36.35006,146.690613,Australia,52 Sydney Road Beechworth 3747 VIC Australia,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
590,VIC,Benalla & District Memorial Hospital,20,210404050,,Y,Hospital,,45-53 Coster Street,Benalla 3672,-36.555309,145.993484,Australia,45-53 Coster Street Benalla 3672 VIC Australia,1,Inner Regional,56.84,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
663,VIC,Bendigo Health Care Group,20,NET003292,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,A1,Principal referral,SP
547,VIC,Bendigo Health Care Group [Anne Caudle],20,210301022,NET003292,Y,Campus,,100 Barnard Street,Bendigo 3550,-36.751499,144.280807,Australia,100 Barnard Street Bendigo 3550 VIC Australia,1,Inner Regional,97.08,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,SP
546,VIC,Bendigo Hospital The,20,210301021,NET003292,Y,Campus,,62 Lucan Street,Bendigo 3550,-36.749249,144.284134,Australia,62 Lucan Street Bendigo 3550 VIC Australia,1,Inner Regional,252.67,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
564,VIC,Boort District Health,20,210303060,,Y,Hospital,,31 Kiniry Street,Boort 3537,-36.111801,143.727829,Australia,31 Kiniry Street Boort 3537 VIC Australia,2,Outer Regional,9,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
605,VIC,Box Hill Hospital,20,210801050,NET011518,Y,Campus,,51 Nelson Road,Box Hill 3128,-37.81389,145.119988,Australia,51 Nelson Road Box Hill 3128 VIC Australia,0,Major Cities,348.25,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
652,VIC,Broadmeadows Health Service,20,210A02970,NET011517,Y,Campus,,35 Johnstone Street,Broadmeadows 3047,-37.6839546,144.913819,Australia,35 Johnstone Street Broadmeadows 3047 VIC Australia,0,Major Cities,130.34,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
635,VIC,Bundoora Extended Care Centre,20,210A01090,NET011517,Y,Campus,,1231 Plenty Road,Bundoora 3083,-37.700958,145.057632,Australia,1231 Plenty Road Bundoora 3083 VIC Australia,0,Major Cities,74.33,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,SP
626,VIC,Calvary Health Care Bethlehem Ltd,20,210903050,,Y,Hospital,,476 Kooyong Road,Caulfield 3162,-37.896789,145.0129283,Australia,476 Kooyong Road Caulfield 3162 VIC Australia,0,Major Cities,68.67,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
610,VIC,Caritas Christi Hospice Ltd [Kew],20,210802080,210A01450,Y,Campus,,104 Studley Park Road,Kew 3101,-37.804062,144.994949,Australia,104 Studley Park Road Kew 3101 VIC Australia,0,Major Cities,28,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
628,VIC,Casey Hospital,20,210903660,NET003289,Y,Campus,,52 Kangan Drive,Berwick 3806,-38.0425478,145.3453497,Australia,52 Kangan Drive Berwick 3806 VIC Australia,0,Major Cities,220.75,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
514,VIC,Casterton Memorial Hospital,20,210102090,,Y,Hospital,,63-69 Russell Street,Casterton 3311,-37.590359,141.393158,Australia,63-69 Russell Street Casterton 3311 VIC Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
571,VIC,Castlemaine Health,20,210305010,,Y,Hospital,,142 Cornish Street,Castlemaine 3450,-37.053429,144.213623,Australia,142 Cornish Street Castlemaine 3450 VIC Australia,1,Inner Regional,54.66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
620,VIC,Caulfield General Medical Centre,20,210901370,NET011519,Y,Campus,,260-294 Kooyong Road,Caulfield 3162,-37.884399,145.015472,Australia,260-294 Kooyong Road Caulfield 3162 VIC Australia,0,Major Cities,216.17,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,C2,Medium (group 2),SP
683,VIC,Central Gippsland Health Service,20,NET011269,,Y,Network,,,Various,,,Australia, Various VIC Australia,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,B2,Large regional and remote,SP
602,VIC,Central Gippsland Health Service [Maffra],20,210502580,NET011269,Y,Campus,,48 Kent Street,Maffra 3860,-37.96096,146.983276,Australia,48 Kent Street Maffra 3860 VIC Australia,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
