MHid,State,Hospname,Wait Time,Establishment ID,Parent Id,Use Default wait time,Stage Average Wait Time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
566,VIC,Rochester & Elmore District Health Service,,210303140,,Y,20,Hospital,,1 Pascoe Street,Rochester 3561,-36.36581,144.697937,Australia,1 Pascoe Street Rochester 3561 VIC Australia,1,Inner Regional,12,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
567,VIC,East Wimmera Health Service [Donald],,210303190,NET010433,Y,20,Campus,,7 Aitken Avenue,Donald 3480,-36.36407,142.974813,Australia,7 Aitken Avenue Donald 3480 VIC Australia,2,Outer Regional,15.25,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
568,VIC,Inglewood & District Health Service,,210303370,,Y,20,Hospital,,3 Hospital Street,Inglewood 3517,-36.573376,143.874228,Australia,3 Hospital Street Inglewood 3517 VIC Australia,1,Inner Regional,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
569,VIC,East Wimmera Health Service [Birchip],,210304120,NET010433,Y,20,Campus,,26 Duncan Street,Birchip 3483,-35.980129,142.915436,Australia,26 Duncan Street Birchip 3483 VIC Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
570,VIC,East Wimmera Health Service [Charlton],,210304130,NET010433,Y,20,Campus,,4 Menzies Street,Charlton 3525,-36.271049,143.345917,Australia,4 Menzies Street Charlton 3525 VIC Australia,2,Outer Regional,0,VS,Very small public,No,No,No,No,G,Un-peered and other,SM
571,VIC,Castlemaine Health,,210305010,,Y,20,Hospital,,142 Cornish Street,Castlemaine 3450,-37.053429,144.213623,Australia,142 Cornish Street Castlemaine 3450 VIC Australia,1,Inner Regional,54.66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
572,VIC,Sea Lake & District,,210307270,210302390,Y,20,Campus,,33-43 McClelland Avenue,Sea Lake 3533,-35.500881,142.857712,Australia,33-43 McClelland Avenue Sea Lake 3533 VIC Australia,2,Outer Regional,4,O5,Unpeered,No,No,No,No,G,Un-peered and other,SP
573,VIC,Goulburn Valley Health [Shepparton],,210401121,NET003297,Y,20,Campus,,2 Graham Street,Shepparton 3630,-36.362629,145.405762,Australia,2 Graham Street Shepparton 3630 VIC Australia,1,Inner Regional,203.09,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
574,VIC,Goulburn Valley Health [Tatura],,210401122,NET003297,Y,20,Campus,,64-68 Park Street,Tatura 3616,-36.43914,145.225815,Australia,64-68 Park Street Tatura 3616 VIC Australia,1,Inner Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
575,VIC,Northeast Health Wangaratta,,210401150,,Y,20,Hospital,,35-47 Green Street,Wangaratta 3677,-36.354351,146.31427,Australia,35-47 Green Street Wangaratta 3677 VIC Australia,1,Inner Regional,141.75,L,Large public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
576,VIC,Tallangatta Health Service,,210401290,,Y,20,Hospital,,25 Barree Street,Tallangatta 3700,-36.213749,147.183868,Australia,25 Barree Street Tallangatta 3700 VIC Australia,2,Outer Regional,15,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
577,VIC,Albury Wodonga Health - Wodonga Camps,,210401660,NET003485,Y,20,Campus,,69 Vermont Street,Wodonga 3690,-36.131969,146.879822,Australia,69 Vermont Street Wodonga 3690 VIC Australia,1,Inner Regional,110.58,M,Medium public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
578,VIC,Yarrawonga Health,,210401780,,Y,20,Hospital,,33 Piper Street,Yarrawonga 3730,-36.011189,146.006836,Australia,33 Piper Street Yarrawonga 3730 VIC Australia,1,Inner Regional,29,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
579,VIC,Alpine Health [Myrtleford],,210401881,NET005618,Y,20,Campus,,30 O'Donnell Avenue,Myrtleford 3736,-36.554539,146.727524,Australia,30 O'Donnell Avenue Myrtleford 3736 VIC Australia,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
580,VIC,Alpine Health [Bright],,210401882,NET005618,Y,20,Campus,,36-42 Cobden Street,Bright 3741,-36.73299,146.966354,Australia,36-42 Cobden Street Bright 3741 VIC Australia,2,Outer Regional,9,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,SM
581,VIC,Alpine Health [Mount Beauty],,210401883,NET005618,Y,20,Campus,,10 Hollonds Street,Mt Beauty 3699,-36.74337,147.16983,Australia,10 Hollonds Street Mt Beauty 3699 VIC Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
582,VIC,Upper Murray Health & Community Services [Corryong],,210402150,,Y,20,Hospital,,20 Kiell Street,Corryong 3707,-36.198769,147.903336,Australia,20 Kiell Street Corryong 3707 VIC Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
583,VIC,Seymour District Memorial Hospital,,210402190,,Y,20,Hospital,,1 Brettoneaux Street,Seymour 3660,,,Australia,1 Brettoneaux Street Seymour 3660 VIC Australia,1,Inner Regional,30,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
584,VIC,Mansfield District Hospital,,210402670,,Y,20,Hospital,,53 Highett Street,Mansfield 3722,-37.057598,146.086502,Australia,53 Highett Street Mansfield 3722 VIC Australia,2,Outer Regional,24.25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
585,VIC,Alexandra District Hospital,,210403010,,Y,20,Hospital,,20 Cooper Street,Alexandra 3714,-37.196754,145.705402,Australia,20 Cooper Street Alexandra 3714 VIC Australia,1,Inner Regional,31,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
586,VIC,Numurkah & District Health Service,,210403030,,Y,20,Hospital,,2 Katamatite Road,Numurkah 3636,-36.099218,145.44586,Australia,2 Katamatite Road Numurkah 3636 VIC Australia,1,Inner Regional,3.33,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
587,VIC,Kilmore & District Hospital The,,210403460,,Y,20,Hospital,,Rutledge Street,Kilmore 3764,-37.300374,144.952109,Australia,Rutledge Street Kilmore 3764 VIC Australia,1,Inner Regional,28.42,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
588,VIC,Yea & District Memorial Hospital,,210403590,,Y,20,Hospital,,45 Station Street,Yea 3717,-37.213951,145.430954,Australia,45 Station Street Yea 3717 VIC Australia,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
589,VIC,Nathalia District Hospital,,210404010,,Y,20,Hospital,,36-44 McDonnell Street,Nathalia 3638,-34.012321,150.810684,Australia,36-44 McDonnell Street Nathalia 3638 VIC Australia,1,Inner Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
590,VIC,Benalla & District Memorial Hospital,,210404050,,Y,20,Hospital,,45-53 Coster Street,Benalla 3672,-36.555309,145.993484,Australia,45-53 Coster Street Benalla 3672 VIC Australia,1,Inner Regional,56.84,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
591,VIC,Beechworth Health Service,,210404460,,Y,20,Hospital,,52 Sydney Road,Beechworth 3747,-36.35006,146.690613,Australia,52 Sydney Road Beechworth 3747 VIC Australia,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
592,VIC,Cobram District Hospital,,210405120,,Y,20,Hospital,,24-32 Broadway Street,Cobram 3644,-35.916519,145.651093,Australia,24-32 Broadway Street Cobram 3644 VIC Australia,1,Inner Regional,17.5,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
593,VIC,Bairnsdale Regional Health Service,,210501040,,Y,20,Hospital,,122 Day Street,Bairnsdale 3875,-37.829454,147.608968,Australia,122 Day Street Bairnsdale 3875 VIC Australia,2,Outer Regional,95.67,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,Yes,B2,Large regional and remote,SM
594,VIC,West Gippsland Healthcare Group [Warragul],,210501580,,Y,20,Hospital,,41 Landsborough Street,Warragul 3820,-38.1723189,145.9282771,Australia,41 Landsborough Street Warragul 3820 VIC Australia,1,Inner Regional,91,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
595,VIC,Bass Coast Regional Health,,210501670,,Y,20,Hospital,,235 Graham Street,Wonthaggi 3995,-38.6073,145.580917,Australia,235 Graham Street Wonthaggi 3995 VIC Australia,1,Inner Regional,50.59,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C2,Medium (group 2),SM
596,VIC,Yarram & District Health Service,,210501770,,Y,20,Hospital,,85-91 Commercial Road,Yarram 3971,-38.557375,146.6773055,Australia,85-91 Commercial Road Yarram 3971 VIC Australia,1,Inner Regional,22,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
597,VIC,Omeo District Health,,210502040,,Y,20,Hospital,,12 Easton Street,Omeo 3898,-37.098478,147.59639,Australia,12 Easton Street Omeo 3898 VIC Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
598,VIC,Central Gippsland Health Service [Sale],,210502060,NET011269,Y,20,Campus,,155 Guthridge Parade,Sale 3850,-38.1084372,147.0817939,Australia,155 Guthridge Parade Sale 3850 VIC Australia,1,Inner Regional,81.34,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
599,VIC,Korumburra Hospital,,210502251,NET003323,Y,20,Campus,,69-75 Bridge Street,Korumburra 3950,-38.430382,145.829437,Australia,69-75 Bridge Street Korumburra 3950 VIC Australia,1,Inner Regional,15,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
600,VIC,Leongatha Memorial Hospital,,210502252,NET003323,Y,20,Campus,,66 Koonawarra Road,Leongatha 3953,-38.487419,145.951355,Australia,66 Koonawarra Road Leongatha 3953 VIC Australia,1,Inner Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
601,VIC,Latrobe Regional Hospital [Traralgon],,210502440,,Y,20,Hospital,,10 Village Avenue,Traralgon 3844,-38.2199359,146.4708135,Australia,10 Village Avenue Traralgon 3844 VIC Australia,1,Inner Regional,239.83,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
602,VIC,Central Gippsland Health Service [Maffra],,210502580,NET011269,Y,20,Campus,,48 Kent Street,Maffra 3860,-37.96096,146.983276,Australia,48 Kent Street Maffra 3860 VIC Australia,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
603,VIC,South Gippsland Hospital [Foster],,210504240,,Y,20,Hospital,,87 Station Road,Foster 3960,-38.658211,146.206512,Australia,87 Station Road Foster 3960 VIC Australia,1,Inner Regional,16,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
604,VIC,Orbost Regional Health,,210505050,,Y,20,Hospital,,104 Boundary Road,Orbost 3888,-37.70211,148.465485,Australia,104 Boundary Road Orbost 3888 VIC Australia,2,Outer Regional,16.75,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,SM
605,VIC,Box Hill Hospital,,210801050,NET011518,Y,20,Campus,,51 Nelson Road,Box Hill 3128,-37.81389,145.119988,Australia,51 Nelson Road Box Hill 3128 VIC Australia,0,Major Cities,348.25,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
606,VIC,Monash Medical Centre [Clayton],,210801170,NET003289,Y,20,Campus,,246 Clayton Road,Clayton 3168,-37.920979,145.120834,Australia,246 Clayton Road Clayton 3168 VIC Australia,0,Major Cities,589.42,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
607,VIC,Maroondah Hospital [East Ringwood],,210801210,NET011518,Y,20,Campus,,1-15 Mt Dandenong Road,Ringwood East 3135,-37.81115,145.240067,Australia,1-15 Mt Dandenong Road Ringwood East 3135 VIC Australia,0,Major Cities,263.91,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
608,VIC,Angliss Hospital,,210801590,NET011518,Y,20,Campus,,Albert Street,Upper Ferntree Gully 3156,-37.898405,145.312255,Australia,Albert Street Upper Ferntree Gully 3156 VIC Australia,0,Major Cities,170.33,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
609,VIC,St George's Health Service- Aged Care,,210801700,210A01450,Y,20,Campus,,283 Cotham Road,Kew 3101,-37.80928,145.053375,Australia,283 Cotham Road Kew 3101 VIC Australia,0,Major Cities,124,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,SP
610,VIC,Caritas Christi Hospice Ltd [Kew],,210802080,210A01450,Y,20,Campus,,104 Studley Park Road,Kew 3101,-37.804062,144.994949,Australia,104 Studley Park Road Kew 3101 VIC Australia,0,Major Cities,28,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
611,VIC,Mercy Health - O'Connell Family Centre,,210802100,NET003388,Y,20,Campus,,6 Mont Albert Road,Canterbury 3126,-37.816299,145.061829,Australia,6 Mont Albert Road Canterbury 3126 VIC Australia,0,Major Cities,20,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,WC
612,VIC,Peter James Centre The (East Burwood),,210802120,NET011518,Y,20,Campus,,321-345 Burwood Highway,Forest Hill 3131,-37.853989,145.164383,Australia,321-345 Burwood Highway Forest Hill 3131 VIC Australia,0,Major Cities,136.99,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,C2,Medium (group 2),SP
613,VIC,Wantirna Health,,210802330,NET011518,Y,20,Campus,,251 Mountain Highway,Wantirna 3152,-37.84944,145.2261311,Australia,251 Mountain Highway Wantirna 3152 VIC Australia,0,Major Cities,57.67,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
614,VIC,Royal Talbot Rehabilitation Centre [Kew],,210803220,NET003399,Y,20,Campus,,1 Yarra Boulevard,Kew 3101,-37.80391,145.018091,Australia,1 Yarra Boulevard Kew 3101 VIC Australia,0,Major Cities,76.58,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,SP
615,VIC,Healesville and District Hospital,,210803330,NET011518,Y,20,Campus,,377 Maroondah Highway,Healesville 3777,-37.647518,145.528748,Australia,377 Maroondah Highway Healesville 3777 VIC Australia,1,Inner Regional,19,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,SM
616,VIC,Yarra Ranges Health,,210803690,NET011518,Y,20,Campus,,25 Market Street,Lilydale 3140,-37.756672,145.351334,Australia,25 Market Street Lilydale 3140 VIC Australia,0,Major Cities,16,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,SP
617,VIC,Monash Medical Centre [Moorabbin],,210901220,NET003289,Y,20,Campus,,823-865 Centre Road,East Bentleigh 3165,-37.92149,145.062988,Australia,823-865 Centre Road East Bentleigh 3165 VIC Australia,0,Major Cities,110.83,L,Large public acute,Yes,No,Yes,Yes,B1,Large Major cities,LG
618,VIC,Rosebud Hospital,,210901250,NET003285,Y,20,Campus,,1527 Point Nepean Road,Rosebud 3939,-38.352773,144.914734,Australia,1527 Point Nepean Road Rosebud 3939 VIC Australia,0,Major Cities,71,M,Medium public acute,Yes,Yes,No,No,C2,Medium (group 2),LG
619,VIC,Sandringham & District Memorial Hospital,,210901360,NET011519,Y,20,Campus,,193 Bluff Road,Sandringham 3191,-37.960468,145.019073,Australia,193 Bluff Road Sandringham 3191 VIC Australia,0,Major Cities,89.09,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
620,VIC,Caulfield General Medical Centre,,210901370,NET011519,Y,20,Campus,,260-294 Kooyong Road,Caulfield 3162,-37.884399,145.015472,Australia,260-294 Kooyong Road Caulfield 3162 VIC Australia,0,Major Cities,216.17,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,C2,Medium (group 2),SP
621,VIC,Kooweerup Regional Health Service,,210901480,,Y,20,Hospital,,215 Rossiter Road,Koo Wee Rup 3981,-38.201561,145.48494,Australia,215 Rossiter Road Koo Wee Rup 3981 VIC Australia,1,Inner Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
622,VIC,Kingston Centre [Cheltenham],,210902030,NET003289,Y,20,Campus,,400 Warrigal Road,Cheltenham 3192,-37.954659,145.076843,Australia,400 Warrigal Road Cheltenham 3192 VIC Australia,0,Major Cities,175,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,SP
623,VIC,Dandenong Campus,,210902111,NET003289,Y,20,Campus,,105-135 David Street,Dandenong 3175,-37.977346,145.219128,Australia,105-135 David Street Dandenong 3175 VIC Australia,0,Major Cities,449.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
624,VIC,Cranbourne Integrated Care Centre,,210902112,NET003289,Y,20,Campus,,140-154 Sladen Street,Cranbourne 3977,-38.113049,145.280777,Australia,140-154 Sladen Street Cranbourne 3977 VIC Australia,0,Major Cities,21.92,O4,Other day procedure hospital,Yes,No,Yes,No,C2,Medium (group 2),SP
625,VIC,Frankston Hospital,,210902220,NET003285,Y,20,Campus,,2 Hastings Road,Frankston 3199,-38.1507,145.129654,Australia,2 Hastings Road Frankston 3199 VIC Australia,0,Major Cities,375.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
626,VIC,Calvary Health Care Bethlehem Ltd,,210903050,,Y,20,Hospital,,476 Kooyong Road,Caulfield 3162,-37.896789,145.0129283,Australia,476 Kooyong Road Caulfield 3162 VIC Australia,0,Major Cities,68.67,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
627,VIC,Queen Elizabeth Centre [Noble Park],,210903110,,Y,20,Hospital,,53 Thomas Street,Noble Park 3174,-37.971539,145.177826,Australia,53 Thomas Street Noble Park 3174 VIC Australia,0,Major Cities,37.67,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,WC
628,VIC,Casey Hospital,,210903660,NET003289,Y,20,Campus,,52 Kangan Drive,Berwick 3806,-38.0425478,145.3453497,Australia,52 Kangan Drive Berwick 3806 VIC Australia,0,Major Cities,220.75,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
629,VIC,Mount Eliza Aged Care & Rehabilitation Service,,210904080,NET003285,Y,20,Campus,,33 Jacksons Road,Mount Eliza 3930,-38.16782,145.087952,Australia,33 Jacksons Road Mount Eliza 3930 VIC Australia,0,Major Cities,0,O5,Unpeered,No,No,No,No,G,Un-peered and other,SP
630,VIC,Golf Links Road Rehabilitation Centre and PCU,,210904083,NET003285,Y,20,Campus,,125 Golf Links Road,Frankston 3199,-38.174339,145.149979,Australia,125 Golf Links Road Frankston 3199 VIC Australia,0,Major Cities,73.33,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,SP
631,VIC,The Mornington Centre,,210904084,NET003285,Y,20,Campus,,Corner of Tyalla Grove and Separation Street,Mornington 3931,-38.227889,145.040487,Australia,Corner of Tyalla Grove and Separation Street Mornington 3931 VIC Australia,0,Major Cities,63,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,SP
632,VIC,Alfred The,,210A01010,NET011519,Y,20,Campus,,55 Commercial Road,Prahran 3181,-37.845852,144.987625,Australia,55 Commercial Road Prahran 3181 VIC Australia,0,Major Cities,674.08,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
633,VIC,Austin Hospital [Heidelberg],,210A01031,NET003399,Y,20,Campus,,145 Studley Road,Heidelberg 3084,-37.7565095,145.06051,Australia,145 Studley Road Heidelberg 3084 VIC Australia,0,Major Cities,596.75,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
634,VIC,Austin Hospital [Heidelberg Repatriation Hospital],,210A01032,NET003399,Y,20,Campus,,300 Waterdale Road,Heidelberg West 3081,-37.75547,145.045486,Australia,300 Waterdale Road Heidelberg West 3081 VIC Australia,0,Major Cities,193.91,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C1,Medium (group 1),SM
635,VIC,Bundoora Extended Care Centre,,210A01090,NET011517,Y,20,Campus,,1231 Plenty Road,Bundoora 3083,-37.700958,145.057632,Australia,1231 Plenty Road Bundoora 3083 VIC Australia,0,Major Cities,74.33,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,SP
636,VIC,Mercy Hospital for Women,,210A01160,NET003388,Y,20,Campus,,163 Studley Road,Heidelberg 3084,-37.758375,145.058864,Australia,163 Studley Road Heidelberg 3084 VIC Australia,0,Major Cities,152.91,W1,Womens,Yes,Yes,Yes,Yes,A1,Principal referral,WC
637,VIC,Western Hospital [Footscray],,210A01180,NET011515,Y,20,Campus,,160 Gordon Street,Footscray 3011,-37.792221,144.889114,Australia,160 Gordon Street Footscray 3011 VIC Australia,0,Major Cities,343.83,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
638,VIC,Royal Children's Hospital [Parkville],,210A01191,,Y,20,Hospital,,50 Flemington Road,Parkville 3052,-37.795429,144.950348,Australia,50 Flemington Road Parkville 3052 VIC Australia,0,Major Cities,306.83,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
639,VIC,Royal Women's Hospital [Carlton],,210A01230,,Y,20,Hospital,,20 Flemington Road,Parkville 3052,-37.7998947,144.9555775,Australia,20 Flemington Road Parkville 3052 VIC Australia,0,Major Cities,196,W1,Womens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
640,VIC,"Royal Victorian Eye & Ear Hospital, The",,210A01240,,Y,20,Hospital,,32 Gisborne Street,East Melbourne 3002,-37.808651,144.976517,Australia,32 Gisborne Street East Melbourne 3002 VIC Australia,0,Major Cities,55.75,O3,Other public acute specialised,Yes,Yes,Yes,Yes,B1,Large Major cities,SP
641,VIC,Northern Hospital The [Epping],,210A01280,NET011517,Y,20,Campus,,185 Cooper Street,Epping 3076,-37.6510879,145.0145397,Australia,185 Cooper Street Epping 3076 VIC Australia,0,Major Cities,365.09,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
642,VIC,Mercy Public Hospital Inc.[Werribee],,210A01320,NET003388,Y,20,Campus,,300 Princes Highway,Werribee 3030,-37.8854343,144.6988651,Australia,300 Princes Highway Werribee 3030 VIC Australia,0,Major Cities,172.67,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
643,VIC,Orygen Inpatient Unit,,210A01332,NET011520,Y,20,Campus,,35 Mavis Street,Footscray 3011,-37.791083,144.887276,Australia,35 Mavis Street Footscray 3011 VIC Australia,0,Major Cities,16,Ps,Psychiatric public,Yes,No,No,No,G,Un-peered and other,PS
644,VIC,Royal Melbourne Hospital [Parkville],,210A01334,NET011520,Y,20,Campus,,300 Grattan Street,Parkville 3050,-37.799339,144.956024,Australia,300 Grattan Street Parkville 3050 VIC Australia,0,Major Cities,670.75,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
645,VIC,Royal Melbourne Hospital- Royal Park Campus,,210A01335,NET011520,Y,20,Campus,,34-54 Poplar Road,Parkville 3052,-37.77898,144.947586,Australia,34-54 Poplar Road Parkville 3052 VIC Australia,0,Major Cities,114,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,D2,Small non-acute,SP
646,VIC,Sunshine Hospital,,210A01390,NET011515,Y,20,Campus,,176 Furlong Road,St Albans 3021,-37.76062,144.815613,Australia,176 Furlong Road St Albans 3021 VIC Australia,0,Major Cities,401.83,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
647,VIC,St Vincent's Hospital [Fitzroy],,210A01450,,Y,20,Hospital,,41 Victoria Parade,Fitzroy 3065,-37.807739,144.975006,Australia,41 Victoria Parade Fitzroy 3065 VIC Australia,0,Major Cities,541.92,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
648,VIC,Williamstown Hospital,,210A01460,NET011515,Y,20,Campus,,77B Railway Crescent,Williamstown 3016,-37.862389,144.891556,Australia,77B Railway Crescent Williamstown 3016 VIC Australia,0,Major Cities,83.75,M,Medium public acute,Yes,Yes,Yes,No,C2,Medium (group 2),LG
649,VIC,Peter MacCallum Cancer Institute,,210A01550,,Y,20,Hospital,,2 St Andrews Place,East Melbourne 3002,-37.811821,144.976715,Australia,2 St Andrews Place East Melbourne 3002 VIC Australia,0,Major Cities,129.42,O3,Other public acute specialised,Yes,No,Yes,Yes,B1,Large Major cities,SP
650,VIC,Tweddle Child & Family Health Centre [Footscray],,210A01900,,Y,20,Hospital,,53 Adelaide Street,Footscray 3011,-37.79781,144.887207,Australia,53 Adelaide Street Footscray 3011 VIC Australia,0,Major Cities,29.42,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,WC
651,VIC,Sunbury Day Hospital,,210A02700,NET011515,Y,20,Campus,,7 Macedon Street,Sunbury 3429,-37.576889,144.732162,Australia,7 Macedon Street Sunbury 3429 VIC Australia,0,Major Cities,27,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,SP
652,VIC,Broadmeadows Health Service,,210A02970,NET011517,Y,20,Campus,,35 Johnstone Street,Broadmeadows 3047,-37.6839546,144.913819,Australia,35 Johnstone Street Broadmeadows 3047 VIC Australia,0,Major Cities,130.34,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
653,VIC,Craigieburn Health Service,,210A03670,NET011517,Y,20,Campus,,350 Craigieburn Road West,Craigieburn 3064,-37.594724,144.9126372,Australia,350 Craigieburn Road West Craigieburn 3064 VIC Australia,0,Major Cities,6,O4,Other day procedure hospital,Yes,No,No,No,G,Un-peered and other,SP
654,VIC,Melton Health,,210A03680,NET003020,Y,20,Campus,0,195-209 Barries Road,Melton West 3337,-37.68644,144.558273,Australia,195-209 Barries Road Melton West 3337 VIC Australia,0,Major Cities,17,O5,Unpeered,Yes,No,No,No,D1,Small regional acute,SP
655,VIC,Dental Health Services Victoria,,210A05110,,Y,20,Hospital,,720 Swanston Street,Carlton 3053,-37.799309,144.964417,Australia,720 Swanston Street Carlton 3053 VIC Australia,0,Major Cities,20,O5,Unpeered,Yes,No,No,No,G,Un-peered and other,SP
656,VIC,Albury Wodonga Health - Albury Camps,,210N01650,NET003485,Y,20,Campus,0010560W,201 Borella Road,Albury 2640,-36.076307,146.935199,Australia,201 Borella Road Albury 2640 VIC Australia,1,Inner Regional,119.84,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
657,VIC,VIFMH,,240A05990,,Y,20,Network,,Yarra Bend Road,Fairfield 3078,-37.794105,145.01007,Australia,Yarra Bend Road Fairfield 3078 VIC Australia,0,Major Cities,116,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
658,VIC,VIFMH-Prison Health Service (MAP),,240A05990,240A05990,Y,20,Campus,,Yarra Bend Road,Fairfield 3078,-37.794105,145.01007,Australia,Yarra Bend Road Fairfield 3078 VIC Australia,0,Major Cities,36,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
